group,population,plot, family ,block,d13c
2,mt watson,MW3,191,3,
1,mt watson,MW3,191,1,-31.862
2,mt watson,MW3,191,1,
1,mt watson,MW3,191,2,-31.21
2,mt watson,MW3,191,2,
1,mt watson,MW3,191,4,-30.94
2,mt watson,MW3,191,4,
1,mt watson,MW3,191,5,-30.647
2,mt watson,MW3,191,5,
1,mt watson,MW3,193,2,-32.39
2,mt watson,MW3,193,2,
1,mt watson,MW3,193,1,-31.963
2,mt watson,MW3,193,1,
1,mt watson,MW3,193,4,-31.262
2,mt watson,MW3,193,4,
1,mt watson,MW3,193,4,-31.219
2,mt watson,MW3,193,4,
1,mt watson,MW3,193,3,-30.033
2,mt watson,MW3,193,3,
1,mt watson,MW3,195,2,-32.352
2,mt watson,MW3,195,2,
1,mt watson,MW3,195,4,-32.121
2,mt watson,MW3,195,4,
1,mt watson,MW3,195,1,-30.938
2,mt watson,MW3,195,1,
1,mt watson,MW3,195,5,-30.791
2,mt watson,MW3,195,5,
1,mt watson,MW3,195,3,-30.656
2,mt watson,MW3,195,3,
1,mt watson,MW3,196,3,-32.031
2,mt watson,MW3,196,3,
1,mt watson,MW3,196,5,-31.612
2,mt watson,MW3,196,5,
1,mt watson,MW3,196,1,-30.989
2,mt watson,MW3,196,1,
1,mt watson,MW3,196,2,-30.635
2,mt watson,MW3,196,2,
1,mt watson,MW3,196,4,-30.188
2,mt watson,MW3,196,4,
1,mt watson,MW1,197,3,-32.698
2,mt watson,MW1,197,3,
1,mt watson,MW1,197,5,-32.567
2,mt watson,MW1,197,5,
1,mt watson,MW1,197,1,-32.159
2,mt watson,MW1,197,1,
1,mt watson,MW1,197,4,-31.684
2,mt watson,MW1,197,4,
1,mt watson,MW1,197,2,-31.116
2,mt watson,MW1,197,2,
1,mt watson,MW1,198,1,-32.791
2,mt watson,MW1,198,1,
1,mt watson,MW1,198,4,-32.27
2,mt watson,MW1,198,4,
1,mt watson,MW1,198,2,-31.998
2,mt watson,MW1,198,2,
1,mt watson,MW1,198,3,-30.524
2,mt watson,MW1,198,3,
1,mt watson,MW1,198,5,-29.457
2,mt watson,MW1,198,5,
1,mt watson,MW1,199,2,-32.753
2,mt watson,MW1,199,2,
1,mt watson,MW1,199,5,-32.474
2,mt watson,MW1,199,5,
1,mt watson,MW1,199,2,-31.923
2,mt watson,MW1,199,2,
1,mt watson,MW1,199,3,-31.45
2,mt watson,MW1,199,3,
1,mt watson,MW1,199,4,-31.092
2,mt watson,MW1,199,4,
1,mt watson,MW1,200,5,-32.587
2,mt watson,MW1,200,5,
1,mt watson,MW1,200,3,-32.452
2,mt watson,MW1,200,3,
1,mt watson,MW1,200,2,-32.088
2,mt watson,MW1,200,2,
1,mt watson,MW1,200,4,-30.972
2,mt watson,MW1,200,4,
1,mt watson,MW1,200,1,-29.834
2,mt watson,MW1,200,1,
1,mt watson,MW1,201,2,-32.797
2,mt watson,MW1,201,2,
1,mt watson,MW1,201,3,-32.107
2,mt watson,MW1,201,3,
1,mt watson,MW1,201,5,-30.847
2,mt watson,MW1,201,5,
1,mt watson,MW1,201,4,-29.726
2,mt watson,MW1,201,4,
1,mt watson,MW1,201,1,-29.229
2,mt watson,MW1,201,1,
1,mt watson,MW1,202,5,-32.129
2,mt watson,MW1,202,5,
1,mt watson,MW1,202,3,-32.076
2,mt watson,MW1,202,3,
1,mt watson,MW1,202,1,-31.797
2,mt watson,MW1,202,1,
1,mt watson,MW1,202,2,-30.778
2,mt watson,MW1,202,2,
1,mt watson,MW1,202,4,-29.665
2,mt watson,MW1,202,4,
1,mt watson,MW2,203,4,-32.323
2,mt watson,MW2,203,4,
1,mt watson,MW2,203,2,-31.661
2,mt watson,MW2,203,2,
1,mt watson,MW2,203,3,-30.922
2,mt watson,MW2,203,3,
1,mt watson,MW2,203,5,-30.905
2,mt watson,MW2,203,5,
1,mt watson,MW2,203,1,-30.745
2,mt watson,MW2,203,1,
1,mt watson,MW2,205,1,-32.659
2,mt watson,MW2,205,1,
1,mt watson,MW2,205,2,-32.084
2,mt watson,MW2,205,2,
1,mt watson,MW2,205,5,-31.539
2,mt watson,MW2,205,5,
1,mt watson,MW2,205,3,-31.174
2,mt watson,MW2,205,3,
1,mt watson,MW2,205,4,-30.84
2,mt watson,MW2,205,4,
1,mt watson,MW2,206,4,-32.205
2,mt watson,MW2,206,4,
1,mt watson,MW2,206,5,-32.143
2,mt watson,MW2,206,5,
1,mt watson,MW2,206,2,-31.742
2,mt watson,MW2,206,2,
1,mt watson,MW2,206,1,-31.428
2,mt watson,MW2,206,1,
1,mt watson,MW2,206,3,-30.593
2,mt watson,MW2,206,3,
1,mt watson,MW2,208,5,-31.201
2,mt watson,MW2,208,5,
1,mt watson,MW2,208,3,-31.024
2,mt watson,MW2,208,3,
1,mt watson,MW2,208,4,-30.839
2,mt watson,MW2,208,4,
1,mt watson,MW2,208,1,-29.265
2,mt watson,MW2,208,1,
1,mt watson,MW2,208,2,-29.042
2,mt watson,MW2,208,2,
1,mt watson,MW2,209,5,-32.251
2,mt watson,MW2,209,5,
1,mt watson,MW2,209,4,-31.639
2,mt watson,MW2,209,4,
1,mt watson,MW2,209,2,-30.733
2,mt watson,MW2,209,2,
1,mt watson,MW2,209,3,-30.717
2,mt watson,MW2,209,3,
1,mt watson,MW2,209,1,-29.288
2,mt watson,MW2,209,1,
1,armstrong,AP1,211,5,-31.231
2,armstrong,AP1,211,5,
1,armstrong,AP1,211,2,-31.04
2,armstrong,AP1,211,2,
1,armstrong,AP1,211,4,-30.765
2,armstrong,AP1,211,4,
1,armstrong,AP1,211,3,-30.761
2,armstrong,AP1,211,3,
1,armstrong,AP1,211,1,-30.396
2,armstrong,AP1,211,1,
1,armstrong,AP1,212,1,-31.924
2,armstrong,AP1,212,1,
1,armstrong,AP1,212,5,-31.061
2,armstrong,AP1,212,5,
1,armstrong,AP1,212,3,-30.52
2,armstrong,AP1,212,3,
1,armstrong,AP1,212,4,-30.517
2,armstrong,AP1,212,4,
1,armstrong,AP1,213,3,-32.736
2,armstrong,AP1,213,3,
1,armstrong,AP1,213,5,-32.278
2,armstrong,AP1,213,5,
1,armstrong,AP1,213,1,-31.429
2,armstrong,AP1,213,1,
1,armstrong,AP1,213,2,-31.147
2,armstrong,AP1,213,2,
1,armstrong,AP1,213,4,-29.788
2,armstrong,AP1,213,4,
1,armstrong,AP1,215,4,-31.748
2,armstrong,AP1,215,4,
1,armstrong,AP1,215,3,-31.686
2,armstrong,AP1,215,3,
1,armstrong,AP1,215,1,-31.655
2,armstrong,AP1,215,1,
1,armstrong,AP1,215,2,-30.858
2,armstrong,AP1,215,2,
1,armstrong,AP1,215,5,-29.809
2,armstrong,AP1,215,5,
1,armstrong,AP2,217,1,-32.094
2,armstrong,AP2,217,1,
1,armstrong,AP2,217,4,-31.948
2,armstrong,AP2,217,4,
1,armstrong,AP2,217,4,-31.907
2,armstrong,AP2,217,4,
1,armstrong,AP2,217,3,-30.66
2,armstrong,AP2,217,3,
1,armstrong,AP2,218,2,-32.87
2,armstrong,AP2,218,2,
1,armstrong,AP2,218,5,-31.456
2,armstrong,AP2,218,5,
1,armstrong,AP2,218,1,-31.36
2,armstrong,AP2,218,1,
1,armstrong,AP2,218,3,-31.043
2,armstrong,AP2,218,3,
1,armstrong,AP2,218,4,-30.493
2,armstrong,AP2,218,4,
1,armstrong,AP2,219,3,-32.284
2,armstrong,AP2,219,3,
1,armstrong,AP2,219,2,-31.797
2,armstrong,AP2,219,2,
1,armstrong,AP2,219,5,-31.737
2,armstrong,AP2,219,5,
1,armstrong,AP2,219,4,-31.68
2,armstrong,AP2,219,4,
1,armstrong,AP2,219,1,-30.567
2,armstrong,AP2,219,1,
1,armstrong,AP2,221,3,-31.975
2,armstrong,AP2,221,3,
1,armstrong,AP2,221,5,-31.674
2,armstrong,AP2,221,5,
1,armstrong,AP2,221,4,-30.847
2,armstrong,AP2,221,4,
1,armstrong,AP2,221,2,-29.726
2,armstrong,AP2,221,2,
1,armstrong,AP2,221,1,-29.159
2,armstrong,AP2,221,1,
1,armstrong,AP2,223,5,-32.23
2,armstrong,AP2,223,5,
1,armstrong,AP2,223,2,-32.15
2,armstrong,AP2,223,2,
1,armstrong,AP2,223,4,-31.355
2,armstrong,AP2,223,4,
1,armstrong,AP2,223,3,-30.988
2,armstrong,AP2,223,3,
1,armstrong,AP2,223,1,-29.312
2,armstrong,AP2,223,1,
1,armstrong,AP2,224,2,-32.152
2,armstrong,AP2,224,2,
1,armstrong,AP2,224,1,-30.43
2,armstrong,AP2,224,1,
1,armstrong,AP2,224,4,-30.401
2,armstrong,AP2,224,4,
1,armstrong,AP2,224,3,-29.993
2,armstrong,AP2,224,3,
1,armstrong,AP2,224,5,-29.238
2,armstrong,AP2,224,5,
1,armstrong,AP3,225,3,-31.551
2,armstrong,AP3,225,3,
1,armstrong,AP3,225,5,-31.454
2,armstrong,AP3,225,5,
1,armstrong,AP3,225,2,-30.482
2,armstrong,AP3,225,2,
1,armstrong,AP3,225,4,-30.367
2,armstrong,AP3,225,4,
1,armstrong,AP3,225,1,-30.036
2,armstrong,AP3,225,1,
1,armstrong,AP3,226,4,-32.764
2,armstrong,AP3,226,4,
1,armstrong,AP3,226,1,-31.693
2,armstrong,AP3,226,1,
1,armstrong,AP3,226,2,-31.569
2,armstrong,AP3,226,2,
1,armstrong,AP3,226,3,-31.104
2,armstrong,AP3,226,3,
1,armstrong,AP3,226,5,-30.604
2,armstrong,AP3,226,5,
1,armstrong,AP3,227,5,-31.332
2,armstrong,AP3,227,5,
1,armstrong,AP3,227,4,-30.931
2,armstrong,AP3,227,4,
1,armstrong,AP3,227,2,-30.86
2,armstrong,AP3,227,2,
1,armstrong,AP3,227,3,-30.566
2,armstrong,AP3,227,3,
1,armstrong,AP3,227,1,-30.451
2,armstrong,AP3,227,1,
1,armstrong,AP3,228,4,-31.071
2,armstrong,AP3,228,4,
1,armstrong,AP3,228,3,-30.978
2,armstrong,AP3,228,3,
1,armstrong,AP3,228,5,-30.363
2,armstrong,AP3,228,5,
1,armstrong,AP3,228,2,-29.735
2,armstrong,AP3,228,2,
1,armstrong,AP3,228,2,-29.145
2,armstrong,AP3,228,2,
1,armstrong,AP3,230,4,-31.851
2,armstrong,AP3,230,4,
1,armstrong,AP3,230,2,-31.441
2,armstrong,AP3,230,2,
1,armstrong,AP3,230,1,-31.39
2,armstrong,AP3,230,1,
1,armstrong,AP3,230,3,-30.974
2,armstrong,AP3,230,3,
1,armstrong,AP3,230,5,-30.752
2,armstrong,AP3,230,5,
1,armstrong,AP3,231,5,-32.409
2,armstrong,AP3,231,5,
1,armstrong,AP3,231,1,-30.824
2,armstrong,AP3,231,1,
1,armstrong,AP3,231,4,-30.595
2,armstrong,AP3,231,4,
1,armstrong,AP3,231,2,-30.418
2,armstrong,AP3,231,2,
1,armstrong,AP3,231,3,-29.967
2,armstrong,AP3,231,3,
1,armstrong,AP3,232,3,-31.578
2,armstrong,AP3,232,3,
1,armstrong,AP3,232,1,-31.04
2,armstrong,AP3,232,1,
1,armstrong,AP3,232,5,-30.746
2,armstrong,AP3,232,5,
1,armstrong,AP3,232,2,-28.999
2,armstrong,AP3,232,2,
1,armstrong,AP3,232,4,-28.422
2,armstrong,AP3,232,4,
1,meiss mdw,MM3,233,3,-31.949
2,meiss mdw,MM3,233,3,
1,meiss mdw,MM3,233,2,-31.841
2,meiss mdw,MM3,233,2,
1,meiss mdw,MM3,233,1,-30.844
2,meiss mdw,MM3,233,1,
1,meiss mdw,MM3,233,4,-30.312
2,meiss mdw,MM3,233,4,
1,meiss mdw,MM3,233,5,-29.779
2,meiss mdw,MM3,233,5,
1,meiss mdw,MM3,234,5,-30.54
2,meiss mdw,MM3,234,5,
1,meiss mdw,MM3,234,2,-30.357
2,meiss mdw,MM3,234,2,
1,meiss mdw,MM3,234,3,-29.842
2,meiss mdw,MM3,234,3,
1,meiss mdw,MM3,234,4,-29.799
2,meiss mdw,MM3,234,4,
1,meiss mdw,MM3,234,1,-29.619
2,meiss mdw,MM3,234,1,
1,meiss mdw,MM3,235,5,-32.927
2,meiss mdw,MM3,235,5,
1,meiss mdw,MM3,235,3,-32.071
2,meiss mdw,MM3,235,3,
1,meiss mdw,MM3,235,4,-32.033
2,meiss mdw,MM3,235,4,
1,meiss mdw,MM3,235,2,-30.653
2,meiss mdw,MM3,235,2,
1,meiss mdw,MM3,235,1,-30.585
2,meiss mdw,MM3,235,1,
1,meiss mdw,MM3,236,2,-32.005
2,meiss mdw,MM3,236,2,
1,meiss mdw,MM3,236,3,-31.684
2,meiss mdw,MM3,236,3,
1,meiss mdw,MM3,236,5,-30.576
2,meiss mdw,MM3,236,5,
1,meiss mdw,MM3,236,1,-30.086
2,meiss mdw,MM3,236,1,
1,meiss mdw,MM3,236,4,-29.72
2,meiss mdw,MM3,236,4,
1,meiss mdw,MM3,237,5,-32.113
2,meiss mdw,MM3,237,5,
1,meiss mdw,MM3,237,3,-31.255
2,meiss mdw,MM3,237,3,
1,meiss mdw,MM3,237,2,-30.977
2,meiss mdw,MM3,237,2,
1,meiss mdw,MM3,237,4,-30.648
2,meiss mdw,MM3,237,4,
1,meiss mdw,MM3,237,1,-29.794
2,meiss mdw,MM3,237,1,
1,meiss mdw,MM3,238,2,-31.113
2,meiss mdw,MM3,238,2,
1,meiss mdw,MM3,238,3,-30.656
2,meiss mdw,MM3,238,3,
1,meiss mdw,MM3,238,4,-30.516
2,meiss mdw,MM3,238,4,
1,meiss mdw,MM3,238,5,-30.335
2,meiss mdw,MM3,238,5,
1,meiss mdw,MM3,238,1,-30.215
2,meiss mdw,MM3,238,1,
1,meiss mdw,MM3,239,1,-31.951
2,meiss mdw,MM3,239,1,
1,meiss mdw,MM3,239,5,-31.078
2,meiss mdw,MM3,239,5,
1,meiss mdw,MM3,239,3,-31.004
2,meiss mdw,MM3,239,3,
1,meiss mdw,MM3,239,4,-30.861
2,meiss mdw,MM3,239,4,
1,meiss mdw,MM3,239,2,-30.845
2,meiss mdw,MM3,239,2,
1,meiss mdw,MM2,241,5,-30.99
2,meiss mdw,MM2,241,5,
1,meiss mdw,MM2,241,2,-30.688
2,meiss mdw,MM2,241,2,
1,meiss mdw,MM2,241,4,-30.371
2,meiss mdw,MM2,241,4,
1,meiss mdw,MM2,241,3,-30.206
2,meiss mdw,MM2,241,3,
1,meiss mdw,MM2,241,1,-29.218
2,meiss mdw,MM2,241,1,
1,meiss mdw,MM2,242,1,-31.16
2,meiss mdw,MM2,242,1,
1,meiss mdw,MM2,242,4,-30.803
2,meiss mdw,MM2,242,4,
1,meiss mdw,MM2,242,2,-30.74
2,meiss mdw,MM2,242,2,
1,meiss mdw,MM2,242,3,-30.405
2,meiss mdw,MM2,242,3,
1,meiss mdw,MM2,242,5,-29.414
2,meiss mdw,MM2,242,5,
1,meiss mdw,MM2,244,4,-31.442
2,meiss mdw,MM2,244,4,
1,meiss mdw,MM2,244,1,-29.959
2,meiss mdw,MM2,244,1,
1,meiss mdw,MM2,244,4,-29.656
2,meiss mdw,MM2,244,4,
1,meiss mdw,MM2,244,2,-29.448
2,meiss mdw,MM2,244,2,
1,meiss mdw,MM2,244,3,-29.317
2,meiss mdw,MM2,244,3,
1,meiss mdw,MM2,245,1,-32.252
2,meiss mdw,MM2,245,1,
1,meiss mdw,MM2,245,2,-32.2
2,meiss mdw,MM2,245,2,
1,meiss mdw,MM2,245,5,-31.839
2,meiss mdw,MM2,245,5,
1,meiss mdw,MM2,245,4,-31.429
2,meiss mdw,MM2,245,4,
1,meiss mdw,MM2,245,3,-31.023
2,meiss mdw,MM2,245,3,
1,meiss mdw,MM2,246,3,-32.006
2,meiss mdw,MM2,246,3,
1,meiss mdw,MM2,246,2,-31.346
2,meiss mdw,MM2,246,2,
1,meiss mdw,MM2,246,5,-31.316
2,meiss mdw,MM2,246,5,
1,meiss mdw,MM2,246,4,-30.803
2,meiss mdw,MM2,246,4,
1,meiss mdw,MM2,246,1,-30.077
2,meiss mdw,MM2,246,1,
1,meiss mdw,MM1,247,3,-31.709
2,meiss mdw,MM1,247,3,
1,meiss mdw,MM1,247,5,-31.254
2,meiss mdw,MM1,247,5,
1,meiss mdw,MM1,247,4,-31.122
2,meiss mdw,MM1,247,4,
1,meiss mdw,MM1,247,1,-31.098
2,meiss mdw,MM1,247,1,
1,meiss mdw,MM1,247,2,-30.125
2,meiss mdw,MM1,247,2,
1,meiss mdw,MM1,248,4,-31.848
2,meiss mdw,MM1,248,4,
1,meiss mdw,MM1,248,3,-31.328
2,meiss mdw,MM1,248,3,
1,meiss mdw,MM1,248,5,-30.954
2,meiss mdw,MM1,248,5,
1,meiss mdw,MM1,248,1,-30.74
2,meiss mdw,MM1,248,1,
1,meiss mdw,MM1,248,2,-30.295
2,meiss mdw,MM1,248,2,
1,meiss mdw,MM1,249,3,-33.092
2,meiss mdw,MM1,249,3,
1,meiss mdw,MM1,249,1,-32.831
2,meiss mdw,MM1,249,1,
1,meiss mdw,MM1,249,5,-31.52
2,meiss mdw,MM1,249,5,
1,meiss mdw,MM1,249,2,-31.436
2,meiss mdw,MM1,249,2,
1,meiss mdw,MM1,249,4,-31.311
2,meiss mdw,MM1,249,4,
1,meiss mdw,MM1,250,5,-31.718
2,meiss mdw,MM1,250,5,
1,meiss mdw,MM1,250,3,-31.544
2,meiss mdw,MM1,250,3,
1,meiss mdw,MM1,250,4,-31.44
2,meiss mdw,MM1,250,4,
1,meiss mdw,MM1,250,1,-30.709
2,meiss mdw,MM1,250,1,
1,meiss mdw,MM1,250,2,-30.546
2,meiss mdw,MM1,250,2,
1,meiss mdw,MM1,251,2,-32.308
2,meiss mdw,MM1,251,2,
1,meiss mdw,MM1,251,5,-32.224
2,meiss mdw,MM1,251,5,
1,meiss mdw,MM1,251,3,-32.212
2,meiss mdw,MM1,251,3,
1,meiss mdw,MM1,251,4,-31.095
2,meiss mdw,MM1,251,4,
1,meiss mdw,MM1,251,1,-30.918
2,meiss mdw,MM1,251,1,
1,meiss mdw,MM1,253,3,-33.031
2,meiss mdw,MM1,253,3,
1,meiss mdw,MM1,253,4,-32.087
2,meiss mdw,MM1,253,4,
1,meiss mdw,MM1,253,1,-31.396
2,meiss mdw,MM1,253,1,
1,meiss mdw,MM1,253,2,-31.159
2,meiss mdw,MM1,253,2,
1,meiss mdw,MM1,253,5,-30.67
2,meiss mdw,MM1,253,5,
